koi_disposition,koi_prad,koi_dicco_msky,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_fpflag_co,koi_fittype,koi_dikco_msky
2,0.62,1.3,0,0,0,0,1,1.5
2,1.39,1,0,0,0,0,1,1.1
2,1.22,1.31,0,0,0,0,4,0.5
0,1.11,3.31,1,0,1,1,4,3.37
2,1.12,0.87,0,0,0,0,4,0.87
0,28.96,0.03,0,1,0,0,4,0.249
0,4.13,6.08,0,1,1,1,4,7.74
0,45.87,0.096,0,1,0,0,4,0.232
0,35.54,1.85,0,1,1,1,4,7.436
0,23.51,0.382,0,1,0,0,4,0.443
2,1.74,0.89,0,0,0,0,4,0.6
2,1.44,1.61,0,0,0,0,4,1.57
0,42.27,4.588,0,1,0,1,4,4.836
2,1.02,0.39,0,0,0,0,4,0.4
2,1.59,0.67,0,0,0,0,1,0.63
2,2.1,4.6,0,0,0,0,4,4.8
2,1.09,0.13,0,0,0,0,1,0.1
0,1.94,1.57,1,0,0,0,1,1.59
0,1.07,3.35,0,0,1,1,4,3.34
0,64.15,3.72,0,1,0,0,4,0.079
2,1.18,0.4,0,0,0,0,1,0.5
2,4.02,2.34,0,0,0,0,4,2.22
1,2.57,0.78,0,0,0,0,4,0.78
2,1.5,0.89,0,0,0,0,4,0.89
2,3.46,0.49,0,0,0,0,4,0.52
2,2.16,1.36,0,0,0,0,1,1.24
2,11943.8,0.82,0,0,0,0,1,0.78
2,0.75,1.2,0,0,0,0,1,1.4
1,2.38,0.14,0,0,0,0,4,0.21
0,45.92,0.004,0,1,0,0,4,0.085
0,26.15,0.149,0,1,0,0,4,0.199
0,39.04,0.128,0,1,0,0,0,0.164
0,426.98,0.009,0,1,0,0,4,0.16
0,18.39,1.419,1,0,0,1,4,1.315
0,52,0.051,0,1,0,0,4,0.115
0,164.61,0.026,0,1,0,0,4,0.084
2,25.8,0.007,0,0,0,0,4,0.203
0,17.09,0.037,0,1,0,0,4,0.198
2,1.54,0.2,0,0,0,0,1,0.32
0,7.27,5.102,0,1,0,1,1,5.195
0,21.68,0.44,0,1,0,0,4,0.64
2,1.48,0.54,0,0,0,0,1,0.6
0,1.04,10.317,0,0,0,1,4,10.252
2,1.64,0.69,0,0,0,0,4,0.5
1,2.25,0.25,0,0,0,0,4,0.02
2,1.65,1.35,0,0,0,0,4,1.3
2,2.11,2.82,0,0,0,0,1,2.78
2,1.92,1.75,0,0,0,0,1,1.79
2,1.35,0.5,0,0,0,0,4,0.4
1,1,0.72,0,0,0,0,4,0.66
2,2.2,1.2,0,0,0,0,1,1.4
2,1.96,0.7,0,0,0,0,4,0.8
2,2.68,1.8,0,0,0,0,4,0.72
0,69.44,0.047,0,1,0,0,4,0.183
2,1.43,1.2,0,0,0,0,4,1
0,9.55,4.632,0,1,0,0,4,5.128
0,71.61,0.011,0,1,0,0,4,0.055
0,36.96,5.123,0,1,0,1,4,5.045
2,15.41,4.39,0,0,0,0,4,3.91
0,50.78,0.014,0,1,0,0,4,0.143
0,40.94,0.017,0,1,0,0,4,0.14
2,3.86,0.42,0,0,0,0,4,0.25
0,0.54,0.5,0,0,1,0,1,1.4
0,39.06,22.7,0,1,0,0,4,20.8
0,1,1.42,1,0,0,0,4,1.32
0,0.78,18.69,0,0,0,1,4,15.698
2,2.27,0.23,0,0,0,0,4,0.28
0,0.48,10.44,0,0,0,1,4,10.53
0,1.34,0.36,1,0,0,0,1,0.33
0,1.14,12.055,0,0,0,1,4,12.068
2,1.87,0.4,0,0,0,0,4,0.3
0,54.58,0.188,0,1,1,1,4,5.585
1,3.37,0.24,0,0,0,0,4,0.25
0,235.58,0.62,1,0,0,0,4,0.281
0,61.58,6.573,0,1,0,0,4,2.072
0,5.01,0.087,0,1,0,0,4,0.12
0,1.67,0.15,0,0,1,1,4,7.09
2,0.74,0.39,0,0,0,0,4,0.3
2,3.04,1.96,0,0,0,0,4,1.63
0,59.07,4.8,1,0,0,0,4,2.4
0,27.81,5.8,0,1,0,0,4,9.8
0,35.89,12.8,0,1,0,0,4,15.4
2,0.94,1.05,0,0,0,0,1,1.1
0,24.3,0.5,0,1,0,0,4,0.056
0,126.77,0.43,1,0,1,0,4,0.09
0,36.01,0.218,0,1,0,0,4,0.138
0,61.35,0.04,0,1,0,0,4,0.124
0,44.48,0.039,1,0,0,0,4,0.081
0,1.16,4,0,0,0,1,4,4.1
0,6.96,0.448,0,1,0,0,4,0.415
2,1.31,0.53,0,0,0,0,4,0.5
2,13.11,3.4,0,0,0,0,1,3.1
0,63.78,0.074,0,1,0,0,4,0.086
0,1.01,3.98,0,1,0,1,0,4.18
0,1.38,3.71,0,0,0,1,1,3.7
0,47.63,0.015,0,1,0,0,4,0.132
0,40.61,0.062,0,1,0,0,4,0.246
0,32.48,0.025,0,1,0,0,4,0.125
0,0.77,0.41,0,0,1,0,4,0.36
0,0.84,1.24,1,0,0,0,1,0.93
2,0.63,1.14,0,0,0,0,1,1.73
2,0.72,1.16,0,0,0,0,4,1.02
0,48.72,0.02,0,1,0,0,4,0.172
2,1.87,0.43,0,0,0,0,4,0.5
0,14.72,0.025,0,1,0,0,4,0.65
0,44.29,0.083,0,1,0,0,4,0.08
0,55,0.021,0,1,0,0,4,0.103
0,60.35,0.009,0,1,0,0,4,0.021
0,72.76,0.509,0,1,0,0,4,0.092
0,46.72,0.247,0,1,0,0,4,0.038
0,30.11,0.083,0,1,0,0,4,0.113
2,0.72,1.1,0,0,0,0,4,1.08
0,50.46,0.006,0,1,0,0,4,0.066
0,129.93,0.942,0,1,0,0,4,0.987
0,53.87,0.145,0,1,0,0,4,0.081
0,0.62,0.59,0,0,1,0,4,0.53
0,232.39,0.012,0,1,0,0,4,0.113
0,159.34,0.091,0,1,0,0,4,0.127
0,93.94,0.101,0,1,0,0,4,0.066
2,1.17,1.5,0,0,0,0,4,1.6
0,2.48,1.3,0,0,1,0,1,1.1
0,51.1,0.027,1,0,0,0,4,0.095
2,1.69,0.4,0,0,0,0,1,0.41
0,40.15,0.023,0,1,0,0,4,0.22
0,0.97,2.1,1,0,0,0,4,2
0,56.15,0.01,0,1,0,0,4,0.032
0,1.4,3.8,1,0,0,0,1,3.7
0,30.8,0.047,0,1,0,0,4,0.016
0,58.77,0.524,0,1,0,0,4,0.579
0,108.33,0.75,0,1,0,0,4,2.18
2,1.62,0.5,0,0,0,0,4,0.36
0,62.08,0.05,0,1,0,0,4,0.032
0,21.22,0.83,0,0,0,1,4,0.88
0,36.91,3.3,0,1,0,0,4,0.327
0,70.52,0.027,0,1,0,0,4,0.132
0,43.45,0.024,0,1,0,0,4,0.21
0,35.62,0.007,0,1,0,0,4,0.015
0,37.64,0.075,0,1,0,0,4,0.128
0,42.91,0.043,0,1,0,0,4,0.126
2,2.09,1.02,0,0,0,0,4,1.11
2,0.78,1.46,0,0,0,0,1,1.42
0,0.68,10.23,1,0,0,1,4,10.36
0,18.2,7.76,1,0,0,1,4,7.67
0,0.69,1,0,0,0,1,1,1
2,7.62,1.25,0,0,0,0,4,1.35
2,0.76,0.69,0,0,0,0,1,0.81
0,1.16,10.4,0,0,1,0,4,10.6
2,1.78,1.4,0,0,0,0,4,1.4
0,2.06,7.1,0,0,1,0,1,3.2
0,0.66,1.02,0,0,1,0,1,0.54
0,123.34,3.1,1,0,0,0,4,4.9
2,1.11,1.22,0,0,0,0,1,1.33
0,93.29,0.019,0,1,0,0,4,0.233
0,0.58,8.4,0,1,0,0,1,8.5
2,0.97,0.11,0,0,0,0,4,0.09
0,45.85,0.14,0,1,0,0,4,0.114
0,5.86,0.44,1,0,0,0,4,0.45
0,1.26,0.1,1,0,0,0,1,0.1
0,36.25,1.6,0,1,0,1,4,1.955
0,95.86,0.03,1,0,0,0,4,0.09
0,4.25,0.32,1,0,0,0,1,0.29
0,1.94,2.34,1,0,0,0,4,2.253
0,3.27,1.12,1,0,0,0,0,1.11
0,51.89,0.01,0,1,0,0,4,0.153
0,26.71,3.11,0,1,0,1,4,2.645
0,47.49,0.028,0,1,0,0,4,0.158
0,90.67,0.016,0,1,0,0,4,0.055
0,12.35,0.1,1,0,0,0,4,0.03
2,0.48,1.94,0,0,0,0,4,1.3
0,34.94,0.034,0,1,0,0,4,0.122
0,31.28,0.09,1,0,0,0,4,0.15
0,14.63,0.18,1,0,0,0,4,0.29
0,64.84,0.017,0,1,0,0,4,0.176
2,0.98,1.4,0,0,0,0,1,1.58
2,0.56,0.4,0,0,0,0,4,0.4
0,75.09,0.009,0,1,0,0,4,0.071
2,1.3,0.6,0,0,0,0,4,0.75
0,0.35,1,0,1,0,0,1,1.3
0,83.75,0.064,0,1,0,0,4,0.112
0,52.66,0.077,0,1,0,0,4,0.176
0,3.35,4.8,1,0,0,0,4,4.9
0,51.6,3.709,0,1,0,1,4,3.555
0,69.11,1.032,0,1,0,1,4,0.85
0,14.74,4.836,1,0,0,1,4,4.837
0,1,1.4,1,0,0,0,1,1.56
0,3.7,2.5,1,0,0,0,1,2.5
0,50,0.014,0,1,0,0,4,0.156
0,43.98,0.642,1,0,0,0,4,0.469
0,30.13,0.106,0,1,0,0,4,0.044
0,16.17,0.6,0,1,0,0,4,0.77
0,51.51,0.13,0,1,0,0,4,0.072
0,40.08,0.114,0,1,0,0,4,0.056
0,62.75,0.09,0,1,0,0,4,0.092
0,23.94,0.031,0,1,0,0,4,0.083
0,47.55,0.038,0,1,0,0,4,0.08
0,31.78,2.89,0,0,0,1,4,3.02
2,0.61,1.1,0,0,0,0,4,1.4
0,1.58,0.9,1,0,0,0,4,1.28
0,0.69,8.91,0,1,1,1,4,8.87
0,5.35,3.747,0,1,0,1,4,4.131
2,2.02,1.13,0,0,0,0,4,0.96
0,76.06,0.002,0,1,0,0,4,0.082
0,54.13,0.007,0,1,0,0,4,0.116
0,120,0.005,0,1,0,0,4,0.148
0,0.47,1.92,0,0,1,0,4,1.68
0,42.54,0.888,0,1,0,0,4,0.423
0,0.54,1.96,0,0,1,1,4,1.9
2,3.37,9,0,0,0,0,4,9
0,1.4,8.8,0,0,0,1,4,8.84
0,31.98,0.068,1,0,0,0,4,0.205
0,56.94,0.018,0,1,0,0,4,0.069
0,86.76,0.003,0,1,0,0,4,0.042
0,4.66,13.5,1,0,0,0,4,12.7
0,52.38,0.006,0,1,0,0,4,0.178
0,53.53,0.004,0,1,0,0,4,0.194
0,14.32,0.059,0,1,0,0,4,0.08
2,0.97,1.46,0,0,0,0,4,1.52
2,0.78,0.75,0,0,0,0,4,0.66
0,57.6,0.009,0,1,0,0,4,0.05
0,8.61,0.17,0,0,1,0,4,0.11
2,18.94,0.59,0,0,0,0,4,0.67
0,152.74,0.78,0,1,0,0,4,2.29
2,1.03,0.8,0,0,0,0,4,0.1
0,34.87,4.27,1,0,0,0,1,4.75
2,1.24,1.34,0,0,0,0,1,1.27
2,1.88,0.04,0,0,0,0,4,0.29
0,7.1,1.62,1,1,0,0,4,0.28
0,4.69,2.04,1,1,1,1,4,4.05
0,153.72,0.5,0,1,0,0,4,0.38
0,36.62,0.079,0,1,0,0,4,0.06
2,1.4,2.45,0,0,0,0,1,1.3
0,29.74,0.047,0,1,0,0,4,0.08
0,22.89,0.115,0,1,0,0,4,0.174
0,42.72,1.334,0,1,0,1,4,1.329
0,50.41,0.119,0,1,0,0,1,0.019
0,41.77,0.203,0,1,0,0,4,0.114
0,41.01,1.52,0,1,0,0,4,0.143
2,2.79,0.2,0,0,0,0,1,2
0,95.58,0.017,0,1,0,0,4,0.065
0,32.58,0.58,0,1,0,0,4,0.269
0,32.41,1.68,1,0,0,0,1,2.39
0,12.6,1.32,0,1,0,1,4,1.27
0,1.76,3.42,1,0,0,0,4,0.33
0,46.55,0.007,0,1,0,0,4,0.136
0,64,0.36,1,0,0,0,4,0.33
2,1.49,11.15,0,0,0,0,1,0.167
0,0.78,6.13,0,1,1,1,4,6.03
0,0.76,3.31,0,0,1,1,4,3.36
0,56.93,0.008,0,1,0,0,4,0.124
0,80.87,0.025,0,1,0,0,4,0.153
2,1.16,1.39,0,0,0,0,4,1.32
0,0.68,8.62,0,1,0,1,4,8.72
0,1.84,1.41,0,1,1,0,4,1.45
0,1.22,7.41,0,1,0,1,4,7.42
0,49.17,0.06,1,0,0,0,4,0.101
0,40.9,0.007,0,1,0,0,4,0.152
2,26.55,0.012,0,0,0,0,4,0.048
0,100.79,0.012,0,1,0,0,4,0.042
2,1.45,0.1,0,0,0,0,4,0.06
2,1.08,1.23,0,0,0,0,4,1.09
0,18.1,1.05,0,0,1,1,4,0.91
0,366.76,0.012,0,1,0,0,1,1.34
0,94.1,0.003,0,1,0,0,4,0.05
2,1.28,1.6,0,0,0,0,1,2.2
0,48.67,0.023,1,0,0,0,4,0.043
0,140.49,0.06,1,0,0,0,1,0.11
2,1.14,1.08,0,0,0,0,4,1.28
0,131.16,3.3,1,0,1,0,4,0.142
0,8.78,5.75,1,0,1,0,4,6.47
0,57.14,0.009,0,1,0,0,4,0.117
0,93.46,0.006,0,1,0,0,4,0.452
0,0.56,1.39,0,0,1,0,4,0.89
0,50.02,0.007,0,1,0,0,4,0.225
0,55.34,0.63,1,0,0,0,4,1.21
0,161.02,0.026,0,1,0,0,4,0.585
2,2.18,1.77,0,0,0,0,1,1.83
2,0.79,0.41,0,0,0,0,4,0.36
0,58.51,0.006,0,1,0,0,4,0.097
2,0.72,0.7,0,0,0,0,4,0.8
0,48.61,1.066,0,1,0,1,4,0.949
0,67.45,0.016,0,1,0,0,4,0.09
0,180.25,0.549,0,1,0,0,4,0.581
0,101.37,0.014,0,1,0,0,4,0.012
2,0.37,0.64,0,0,0,0,4,1.34
0,26.94,0.015,0,1,0,0,4,0.034
0,37.02,0.014,0,1,0,0,4,0.052
2,1.19,2,0,0,0,0,4,2.12
0,25.1,0.025,0,1,0,0,4,0.124
0,30.6,0.02,0,1,0,0,4,1.85
0,277.38,0.113,0,1,0,0,4,0.033
2,0.8,2.79,0,0,0,0,1,3.8
0,5.91,0.06,1,0,0,0,1,0.07
0,26.69,0.445,0,1,0,0,4,0.147
0,63.08,0.006,0,1,0,0,4,0.161
0,29.25,0.142,0,1,0,0,4,0.078
2,0.95,0.45,0,0,0,0,4,0.25
2,0.82,0.5,0,0,0,0,4,0.42
0,2.14,0.22,1,0,0,0,0,0.16
2,0.84,0.61,0,0,0,0,4,0.6
0,36.72,0.633,0,1,0,0,4,0.546
0,2.01,2.44,1,0,0,0,4,2.23
0,56.1,0.096,0,1,0,0,4,0.062
0,3.28,3.31,1,0,0,0,1,3.5
0,1.25,1.46,0,0,0,1,1,1.19
2,1.37,2.14,0,0,0,0,1,2
0,9.76,2.2,1,0,0,0,4,2.3
0,0.72,8.56,0,0,0,1,4,8.53
2,1.14,1.4,0,0,0,0,4,1.8
2,1.3,1.05,0,0,0,0,4,0.98
0,51.08,0.035,0,1,0,0,4,0.164
0,24.62,0.1,1,0,0,0,4,0.137
0,57.46,0.079,0,1,0,0,4,0.344
0,368.42,0.016,1,0,0,0,4,0.102
0,59.16,0.072,0,1,0,0,4,0.075
0,0.96,6.01,0,0,1,1,4,6.79
0,81.49,0.344,0,1,0,0,4,0.137
0,4633.66,7.36,0,1,0,1,4,7.677
0,2.3,2.48,1,0,0,0,1,2.5
0,35.94,0.116,0,1,0,0,4,0.154
2,1.46,0.42,0,0,0,0,1,0.43
2,1.17,0.5,0,0,0,0,1,0.39
0,1.32,1.26,1,0,0,0,1,1.31
0,41.68,0.008,0,1,0,0,4,0.077
2,0.88,2.53,0,0,0,0,1,2.57
0,0.29,15.66,0,1,0,0,1,14.741
0,39.12,0.206,0,1,0,0,4,0.157
0,18.03,0.57,0,1,0,0,4,0.58
2,1.38,1.4,0,0,0,0,4,1.4
0,49.21,0.014,0,1,0,0,4,0.103
0,0.77,0.66,1,0,0,0,4,0.63
0,125.96,0.019,1,0,0,0,4,0.116
0,51.72,0.007,0,1,0,0,4,0.017
0,302.18,0.035,0,1,0,0,4,0.012
0,63.14,0.037,0,1,0,0,4,0.197
0,53.63,0.009,1,0,0,0,4,0.049
0,81.88,1.8,1,0,0,0,4,0.3
2,0.93,0.96,0,0,0,0,1,1.1
0,164.06,0.37,0,1,0,0,4,0.59
2,1.31,0.28,0,0,0,0,4,0.8
0,51.31,0.007,0,1,0,0,4,0.023
0,1.81,0.24,1,0,0,0,1,0.19
2,3,1.39,0,0,0,0,4,1.27
0,0.65,13.096,0,0,0,1,4,11.327
0,24.93,1.64,0,1,0,0,4,0.047
0,3.46,0.13,1,0,0,0,1,0.06
2,3.86,0.14,0,0,0,0,1,0.04
0,158.5,0.11,0,1,0,0,4,0.144
0,1.15,4.78,0,0,0,1,4,4.85
0,1.05,2.85,0,0,1,1,4,3
0,42.06,0.014,0,1,0,0,4,0.195
0,117.51,0.09,0,1,0,0,4,0.067
0,369.2,0.055,0,1,0,0,4,0.105
0,34.23,0.008,0,1,0,0,4,0.162
0,78.14,0.124,0,1,0,0,4,0.246
0,62.9,0.129,0,1,1,0,4,0.184
0,92.08,0.004,0,1,0,0,4,0.165
0,36.68,0.164,0,1,0,0,4,0.058
0,0.76,0.83,1,0,0,0,4,0.79
0,49.2,0.002,0,1,0,0,4,0.069
0,63.68,0.005,1,0,0,0,4,0.183
2,1.18,1.9,0,0,0,0,1,2.1
0,85.76,0.033,1,0,0,0,4,0.143
2,1.74,0.68,0,0,0,0,4,0.32
0,66.59,0.009,1,0,0,0,4,0.042
0,0.97,6.76,0,1,0,1,4,6.53
2,0.97,1.99,0,0,0,0,1,2.05
0,400.4,0.01,0,1,0,0,4,0.047
0,20.71,0.003,0,1,0,0,4,0.145
0,35.61,0.007,0,1,0,0,4,0.083
0,0.69,0.95,0,0,1,1,4,0.96
0,1.14,0.24,0,0,1,1,4,0.42
0,10.28,3.6,0,0,1,1,4,3.8
0,42.57,0.062,0,1,0,0,4,0.103
0,60.26,0.004,0,1,0,0,4,0.041
0,69.08,0.008,0,1,0,0,4,0.034
0,116.84,0.147,0,1,0,0,4,0.122
0,51.79,0.007,0,1,0,0,4,0.031
0,0.95,2.94,0,1,1,0,4,3.37
0,73.59,0.009,0,1,0,0,4,0.074
2,1.3,3.52,0,0,0,0,4,0.74
0,14.59,0.213,0,1,0,0,4,0.131
0,42.03,0.004,0,1,0,0,4,0.145
0,1.66,0.75,1,0,0,0,1,0.92
2,1.29,0.49,0,0,0,0,1,0.54
2,3.33,0.73,0,0,0,0,4,0.76
0,217.25,0.031,0,1,0,0,4,0.06
0,81.21,0.016,0,1,0,0,4,0.087
0,177.78,1.51,0,1,0,0,4,0.023
2,1.12,0.83,0,0,0,0,4,0.87
0,34.03,2.6,0,1,0,0,4,0.268
0,37.37,10.961,0,1,1,1,4,10.974
0,48.18,6.04,0,1,0,0,4,0.16
0,12.52,1.86,1,0,0,0,4,1.81
0,162.84,0.031,0,1,0,0,4,0.111
0,114.63,0.002,0,1,0,0,4,0.15
0,26.29,0.282,1,0,0,1,4,10.804
0,23.61,6.78,0,0,0,1,4,6.42
2,1.24,1.33,0,0,0,0,4,1.35
0,77.97,0.034,0,1,0,0,4,0.222
2,41.53,0.48,0,0,0,0,4,0.43
0,65.5,0.004,0,1,0,0,4,0.176
0,89.95,0.08,1,0,0,0,1,0.26
0,0.58,31,1,0,0,0,4,32
0,18.8,0.3,1,0,0,0,4,0.46
0,3.62,0.18,1,0,0,0,0,0.196
0,47.26,0.12,0,1,0,0,4,0.049
0,1.8,8.469,1,0,0,1,1,8.556
2,9.3,0.91,0,0,0,0,1,1.03
2,1.22,2.11,0,0,0,0,1,2.11
0,2.47,0.123,1,0,0,0,4,0.015
0,94.2,0.033,0,1,0,0,4,0.089
2,1.54,0.31,0,0,0,0,4,0.51
0,33.55,0.136,0,1,0,0,4,0.03
0,63.58,0.076,0,1,0,0,4,0.091
2,1.49,6.7,0,0,0,0,4,6.7
0,1.04,0.59,1,0,0,0,1,0.78
0,69.23,0.008,0,1,0,0,4,0.086
0,0.86,0.2,0,1,1,0,4,0.1
0,53.1,0.025,0,1,0,0,4,0.101
0,38.01,0.025,0,1,0,0,4,0.108
2,0.79,0.64,0,0,0,0,4,0.48
0,0.98,1.39,1,0,0,0,1,1.37
0,56.33,0.006,0,1,0,0,4,0.091
2,6.17,0.468,0,0,0,0,1,0.446
2,1.09,0.3,0,0,0,0,4,0.4
0,64.04,0.05,0,1,0,0,4,0.013
2,1.19,1.8,0,0,0,0,4,1.8
0,50.13,0.047,0,1,0,0,4,0.1
0,75.47,0.033,0,1,0,0,4,0.086
0,40.43,0.011,0,1,0,0,4,0.15
2,0.94,0.13,0,0,0,0,1,0.73
0,1.11,1.8,0,0,0,1,4,6.6
0,18.8,0.322,0,1,0,0,4,0.21
0,9.32,1.28,0,0,1,1,4,1.46
0,92.29,0.56,0,1,0,0,4,1.57
0,130.46,0.002,0,1,0,0,4,0.075
0,79.17,0.013,0,1,0,0,4,0.084
0,4.71,0.016,1,0,0,0,0,0.078
0,19.12,0.025,0,1,0,0,4,0.274
2,2.44,0.74,0,0,0,0,4,0.63
0,114.14,0.525,0,1,0,0,4,0.418
0,0.95,4.69,0,0,0,1,4,4.68
0,70.64,0.435,0,1,0,0,4,0.109
0,0.75,2.48,0,0,1,1,4,2.62
0,0.92,1.62,1,0,1,1,4,1.45
0,47.81,0.019,0,1,0,0,4,0.087
0,50.33,0.017,0,1,0,0,4,0.104
2,2.71,0.34,0,0,0,0,4,0.31
0,58.67,0.327,0,1,0,0,4,0.349
2,0.97,2.6,0,0,0,0,1,2.6
2,0.75,1.08,0,0,0,0,4,0.12
0,103.98,0.74,0,0,1,1,4,0.89
0,0.99,2.1,0,0,1,0,4,2.13
0,0.37,2,0,0,1,0,4,2.3
0,77.25,0.01,0,1,0,0,4,0.117
0,57.48,0.045,0,1,0,0,4,0.061
2,14.03,0.07,0,0,0,0,1,0.045
0,75.21,0.046,1,0,0,0,4,0.18
0,1.23,0.49,0,1,0,0,1,0.49
0,43.42,0.044,0,1,0,0,4,0.063
0,2.4,4.97,0,0,1,1,1,4.99
0,35.03,0.002,0,1,0,0,4,0.038
2,2.44,1.3,0,0,0,0,1,1.3
0,0.79,2.37,0,0,1,1,4,2.31
0,0.42,42.5,0,0,1,0,0,42.4
0,44.35,6.119,0,1,1,1,4,3.4
0,1.27,11.81,0,0,1,1,4,12.19
0,32.57,0.02,0,1,0,0,4,0.235
2,1.5,0.36,0,0,0,0,4,0.43
0,0.6,6.4,0,1,0,1,1,6.89
2,0.64,1.3,0,0,0,0,4,1.1
0,72.32,2.281,0,1,0,0,4,2.56
0,46.02,1.31,1,0,0,1,0,1.22
0,0.81,0.48,1,0,0,0,4,0.3
0,47.87,0.022,0,1,0,0,4,0.103
0,1.19,0.48,0,0,1,0,4,0.8
0,1.36,0.9,0,1,1,0,4,1.02
0,14.94,3.517,0,1,0,0,4,3.741
0,1.93,7.58,1,0,0,1,0,7.57
2,2.42,1.39,0,0,0,0,1,1.34
0,50.25,0.07,0,1,0,0,4,0.14
0,2.92,0.3,1,0,0,0,1,0.35
0,2.49,6.163,1,0,0,1,4,8.02
2,1.36,0.7,0,0,0,0,4,0.72
0,9.08,0.18,0,1,0,0,3,0.21
0,1.95,5.6,0,1,0,0,0,1.66
0,9.97,4.21,0,1,0,0,1,4.39
0,54.03,0.012,0,1,0,0,4,0.034
0,65.6,0.029,0,1,0,0,4,0.099
2,0.93,2,0,0,0,0,4,1.9
0,31.43,0.19,0,1,0,0,4,0.089
2,0.75,0.44,0,0,0,0,4,0.73
0,49.36,0.043,0,1,0,0,4,0.303
0,38.87,0.117,0,1,0,0,4,0.185
0,3.35,6.9,0,1,1,1,4,6.9
0,1.4,2.71,0,0,1,1,1,2.71
2,3.56,0.19,0,0,0,0,4,0.19
0,52.75,0.047,0,1,0,0,4,0.321
0,54.93,0.027,0,1,0,0,4,0.073
0,0.67,5,0,0,1,0,4,5
0,40.62,0.005,0,1,0,0,4,0.104
0,69.55,0.036,0,1,0,0,4,0.23
0,0.75,3.02,1,0,1,1,4,3.05
0,0.69,4.19,0,0,0,1,4,3.83
0,139.36,0.019,0,1,0,0,4,0.453
0,65.47,0.213,1,0,0,0,4,0.225
2,1.2,0.47,0,0,0,0,4,0.56
0,75.1,0.013,0,1,0,0,4,0.052
0,237.79,0.009,0,1,0,0,4,0.088
0,272.44,5.09,0,1,1,0,4,6.31
2,4.91,0.12,0,0,0,0,1,0.02
0,2912.48,0.018,0,1,0,0,0,0.213
0,33.11,0.059,0,1,0,0,4,0.159
0,78.24,0.046,0,1,0,0,4,0.102
0,82.29,0.227,0,1,0,0,4,0.304
0,33.99,0.063,0,1,0,0,4,0.072
0,125.64,0.24,0,1,0,0,4,0.247
0,0.92,2.77,0,0,1,1,4,2.93
2,1,0.85,0,0,0,0,1,0.74
0,110.14,0.041,1,0,1,0,4,0.168
2,1.46,0.33,0,0,0,0,4,0.48
0,35.67,0.048,0,1,0,0,4,0.133
2,774.73,2.2,0,0,0,0,1,2
0,47.22,0.145,0,1,0,0,4,0.6
2,1.88,0.7,0,0,0,0,4,0.8
0,63.25,0.005,0,1,0,0,4,0.231
0,52.88,0.034,0,1,0,0,4,0.173
2,1.09,1.8,0,0,0,0,1,1.8
0,67.45,0.101,0,1,0,0,4,0.306
0,0.85,1.35,0,0,0,1,4,1.2
0,0.9,3.03,0,0,1,0,4,2.99
0,100.89,0.034,0,1,0,0,4,0.136
0,75.31,1,0,1,0,0,4,2.48
0,1.15,2.5,1,0,0,0,4,2.7
2,1.58,0.91,0,0,0,0,4,1.03
0,59.22,0.016,0,1,0,0,4,0.123
0,39.08,0.005,0,1,0,0,4,0.16
0,11.67,4.67,1,0,1,1,4,4.69
0,17.41,1.1,1,0,1,1,4,1.05
0,1.84,6.87,1,0,0,1,1,6.86
0,0.42,1.71,0,0,1,1,4,2.07
0,1.19,4.8,0,0,1,1,4,4.8
0,0.92,5.2,1,0,1,0,1,5.6
0,110.85,0.005,0,1,0,0,4,0.099
0,57.95,0.149,1,0,0,0,4,0.031
0,49.16,6.093,0,1,0,1,4,6.027
0,116.52,0.371,0,1,0,0,4,0.25
0,399.93,0.11,0,1,0,0,4,0.15
0,6.57,2.68,0,0,1,1,4,2.28
0,54.72,0.155,0,1,0,0,4,0.21
0,67.08,0.207,0,1,0,0,4,0.187
0,81.61,0.064,0,1,0,0,4,0.134
0,4.64,3.1,0,0,0,1,4,0.99
0,53.32,0.085,0,1,0,0,4,0.344
0,41.48,0.037,0,1,0,0,4,0.093
0,6.85,10.26,1,0,1,1,4,10.24
0,0.75,0.55,0,0,1,0,4,0.36
0,1.35,0.59,1,0,0,0,4,0.65
0,90.32,0.006,0,1,0,0,4,0.079
0,97.23,0.006,1,0,1,0,4,0.06
2,1.45,1.09,0,0,0,0,4,1.12
0,2.04,0.05,1,0,0,0,1,0.01
0,5.02,8.58,0,1,0,1,4,7.911
0,888.7,0.066,0,1,0,0,4,0.025
0,50.72,0.152,0,1,0,0,4,0.203
0,57.95,0.062,0,1,0,0,4,0.08
2,1,0.42,0,0,0,0,4,0.32
0,90.36,0.024,0,1,0,0,4,0.241
0,90.34,0.007,0,1,0,0,4,0.174
2,1.81,0.4,0,0,0,0,1,0.4
0,56.52,0.059,0,1,0,0,4,0.086
0,0.35,0.83,1,0,1,0,4,0.91
0,0.52,4.31,0,1,1,1,4,4.25
0,0.49,2.31,1,0,1,1,4,2.25
0,0.58,0.65,1,0,1,1,4,1.19
0,0.86,3.03,1,0,1,1,4,3.05
0,0.55,0.84,1,0,1,0,4,0.81
0,0.79,0.62,0,0,1,0,1,0.6
0,0.64,1.57,1,0,1,1,4,1.56
2,2.16,1.6,0,0,0,0,4,1.8
0,91.91,0.04,0,1,0,0,4,0.079
0,25.98,0.075,0,1,0,0,4,0.158
